Ctrl_Mock_R1_Cell	Ctrl_Mock_R2_Cell	Ctrl_48hpi_R1_Cell	Brf1_Mock_R1_Cell	Brf1_Mock_R2_Cell	Brf1_48hpi_R1_Cell	Brf1_48hpi_R2_Cell	Ctrl_48hpi_R2_Cell
ENSMUSG00000106961.1	1	0	1	0	1	0	0	1
ENSMUSG00000106964.5	5	4	9	2	2	7	6	2
ENSMUSG00000106981.1_ENSMUSG00000061461.11	6	1	3	6	9	0	3	2
ENSMUSG00000106990.1	0	0	1	1	0	0	0	0
ENSMUSG00000107002.1	33	35	20	12	14	26	29	11
ENSMUSG00000107007.3	46	25	33	33	31	22	23	13
ENSMUSG00000107008.3	0	0	0	5	0	1	1	0
ENSMUSG00000107019.1_ENSMUSG00000058013.11	3	5	4	5	3	2	0	0
ENSMUSG00000107023.2	1	2	2	15	7	1	4	7
ENSMUSG00000107039.1	1160	886	651	449	414	1050	1195	431
ENSMUSG00000107055.1	112	73	81	93	71	38	54	34
ENSMUSG00000107068.1	19	34	26	15	20	27	24	6
ENSMUSG00000107083.1	0	1	0	1	1	0	1	0
ENSMUSG00000107091.1	0	0	0	0	2	0	0	0
ENSMUSG00000107111.1	1	2	1	0	0	0	0	0
ENSMUSG00000107121.1	0	1	1	0	1	2	0	0
ENSMUSG00000107136.1	5	2	5	15	17	0	1	0
ENSMUSG00000107137.5	1	1	0	0	0	1	0	2
ENSMUSG00000107138.3	47	32	27	58	33	18	18	26
ENSMUSG00000107151.1_ENSMUSG00000052139.18	1	1	2	1	1	0	0	0
ENSMUSG00000107155.1	0	0	0	1	0	1	0	0
ENSMUSG00000107215.1	8	8	17	8	5	1	2	2
ENSMUSG00000107215.1_ENSMUSG00000106734.3	2	0	4	1	6	1	1	3
ENSMUSG00000107230.1	0	0	1	0	1	0	2	1
ENSMUSG00000107235.3	425	741	425	261	300	476	497	166
ENSMUSG00000107250.3	0	1	0	0	1	0	0	0
ENSMUSG00000107253.1	2	1	2	4	3	2	2	0
ENSMUSG00000107268.1	2	4	4	8	3	4	2	5
ENSMUSG00000107269.5	0	1	0	1	0	0	0	0
ENSMUSG00000107275.3	27	27	41	36	25	11	11	9
ENSMUSG00000107283.3	82	223	42	78	87	85	125	36
ENSMUSG00000107286.1	2	1	2	0	3	0	0	0
ENSMUSG00000107304.1	0	3	2	5	2	0	0	0
ENSMUSG00000107319.1	0	1	1	0	0	0	0	0
ENSMUSG00000107330.2	185	119	90	106	116	75	93	75
ENSMUSG00000107355.1	13	13	13	7	7	11	11	2
ENSMUSG00000107355.1_ENSMUSG00000107352.1	1	0	0	1	2	0	1	0
ENSMUSG00000107374.1_ENSMUSG00000058013.11	1	0	0	3	3	0	1	0
ENSMUSG00000107383.1	1	0	1	0	0	0	0	0
ENSMUSG00000107390.1	0	1	2	3	0	0	0	0
ENSMUSG00000107429.2	15	11	5	10	20	3	3	0
ENSMUSG00000107476.3	1	1	0	11	4	0	0	5
ENSMUSG00000107478.1	0	0	1	0	0	0	0	1
ENSMUSG00000107479.1	0	2	0	0	0	0	0	0
ENSMUSG00000107497.1	0	1	1	0	0	0	1	0
ENSMUSG00000107499.1	0	1	0	2	2	0	1	1
ENSMUSG00000107499.1_ENSMUSG00000030037.9	7	2	7	23	11	6	2	1
ENSMUSG00000107526.1	0	0	0	0	0	0	0	2
ENSMUSG00000107539.1	0	0	1	2	0	0	0	0
ENSMUSG00000107577.1	1	1	0	1	0	0	0	0
ENSMUSG00000107610.1	2	1	0	2	1	0	0	0
ENSMUSG00000107705.1	2	0	0	0	1	0	1	0
ENSMUSG00000107722.1	0	1	0	0	2	0	0	0
ENSMUSG00000107724.1	2	1	1	4	2	1	0	0
ENSMUSG00000107736.1	2	0	0	2	0	0	1	0
ENSMUSG00000107741.2	1	0	1	1	2	1	1	0
ENSMUSG00000107742.1	1	0	0	3	0	0	0	0
ENSMUSG00000107756.1	2	2	1	9	5	0	0	0
ENSMUSG00000107758.1	2	0	3	7	5	1	2	0
ENSMUSG00000107761.1	2	1	0	3	4	0	3	2
ENSMUSG00000107761.1_ENSMUSG00000067714.13	186	121	79	270	240	43	48	74
ENSMUSG00000107789.1	2	0	0	1	1	0	1	0
ENSMUSG00000107812.1	5	4	1	1	1	0	0	0
ENSMUSG00000107868.1	1	4	5	0	1	0	1	0
ENSMUSG00000107881.1	2	6	0	7	2	0	2	0
ENSMUSG00000107928.1	0	0	0	3	0	0	0	2
ENSMUSG00000107946.1	0	1	1	0	1	0	0	0
ENSMUSG00000107971.1	22	16	26	24	10	4	9	5
ENSMUSG00000107994.1	9	13	6	7	4	4	10	4
ENSMUSG00000107997.1	6	7	10	3	8	15	13	15
ENSMUSG00000108011.1_ENSMUSG00000001517.14	0	0	0	1	1	0	1	1
ENSMUSG00000108015.3	0	1	3	0	0	0	1	0
ENSMUSG00000108030.1	0	0	1	0	0	0	1	0
ENSMUSG00000108035.1	0	0	0	3	0	0	0	0
ENSMUSG00000108037.2	4	7	7	6	7	1	6	1
ENSMUSG00000108053.1	0	0	0	0	1	1	0	0
ENSMUSG00000108060.2	0	3	1	0	0	0	0	0
ENSMUSG00000108095.1	0	0	15	0	0	0	0	2
ENSMUSG00000108112.1	2	0	2	4	2	0	0	0
ENSMUSG00000108120.1	0	0	0	1	1	0	0	0
ENSMUSG00000108147.1	0	0	0	3	0	1	1	0
ENSMUSG00000108184.1	0	2	0	0	0	0	0	0
ENSMUSG00000108207.2	0	1	1	0	0	0	0	0
ENSMUSG00000108218.2	0	1	1	0	0	0	1	0
ENSMUSG00000108221.1	2	1	0	0	0	0	0	0
ENSMUSG00000108234.1	2	4	3	1	1	0	0	1
ENSMUSG00000108238.1	1	0	0	0	3	0	0	0
ENSMUSG00000108291.1	0	0	3	0	1	0	0	0
ENSMUSG00000108314.1	8	9	11	6	6	3	3	0
ENSMUSG00000108335.1	0	0	1	4	0	2	0	0
ENSMUSG00000108350.1_ENSMUSG00000039043.5	11	5	10	5	5	1	3	3
ENSMUSG00000108358.1	0	1	0	0	1	0	0	0
ENSMUSG00000108366.1	0	0	4	0	0	1	2	1
ENSMUSG00000108368.1	0	0	0	1	0	0	1	0
ENSMUSG00000108371.1	4	2	6	0	2	1	2	1
ENSMUSG00000108381.1	0	2	2	0	0	1	1	0
ENSMUSG00000108414.1	6	6	3	0	2	1	0	2
ENSMUSG00000108436.1	0	1	2	0	0	0	4	0
ENSMUSG00000108446.1_ENSMUSG00000092335.1	1	0	0	0	1	0	0	0
ENSMUSG00000108461.1	0	1	2	0	2	1	1	0
ENSMUSG00000108472.1	0	1	0	1	0	0	0	0
ENSMUSG00000108476.1	0	0	1	1	0	0	0	0
ENSMUSG00000108494.1	1	3	3	0	1	0	0	0
ENSMUSG00000108521.1	2	2	3	9	8	2	1	0
ENSMUSG00000108578.1_ENSMUSG00000030786.18	1	0	1	4	2	1	2	1
ENSMUSG00000108591.1	2	1	3	2	3	2	1	0
ENSMUSG00000108592.2	0	1	0	0	0	0	1	0
ENSMUSG00000108596.1	44	35	21	80	69	26	30	23
ENSMUSG00000108604.1	0	0	2	0	0	0	0	0
ENSMUSG00000108607.2_ENSMUSG00000051113.9	0	0	0	0	2	0	0	0
ENSMUSG00000108621.1	34	28	25	82	34	22	17	11
ENSMUSG00000108624.1	0	1	0	0	1	0	0	0
ENSMUSG00000108655.1	0	0	2	0	0	0	0	0
ENSMUSG00000108680.1	22	26	17	23	17	15	16	8
ENSMUSG00000108693.1	0	1	2	8	3	0	0	1
ENSMUSG00000108706.1	1	3	4	0	1	1	1	1
ENSMUSG00000108724.1	1	0	0	0	0	1	0	0
ENSMUSG00000108733.3	2	7	5	10	1	3	5	1
ENSMUSG00000108741.1	0	1	1	2	0	0	0	0
ENSMUSG00000108752.1	0	0	0	1	3	0	0	0
ENSMUSG00000108753.1	3	3	0	2	0	0	0	0
ENSMUSG00000108784.1	0	2	0	0	0	0	0	0
ENSMUSG00000108806.1	0	0	0	2	0	0	0	0
ENSMUSG00000108808.1	0	0	0	1	0	1	0	0
ENSMUSG00000108815.1	6	7	4	5	4	0	2	2
ENSMUSG00000108815.1_ENSMUSG00000042308.14	3	3	0	4	2	4	0	4
ENSMUSG00000108825.1	3	2	1	3	0	0	1	0
ENSMUSG00000108878.1	0	0	0	0	0	0	2	0
ENSMUSG00000108900.1	0	0	2	0	0	0	0	0
ENSMUSG00000108954.1	0	0	0	1	1	0	0	0
ENSMUSG00000108980.1	0	2	0	0	1	0	0	1
ENSMUSG00000108984.1	1	1	0	0	0	1	2	0
ENSMUSG00000109008.2	0	1	0	0	0	1	0	0
ENSMUSG00000109015.1	2	1	4	2	1	0	0	0
ENSMUSG00000109018.1	0	0	0	2	0	3	1	0
ENSMUSG00000109030.1	0	0	0	2	0	0	0	0
ENSMUSG00000109036.1	0	0	0	0	1	0	1	0
ENSMUSG00000109036.1_ENSMUSG00000035004.3	43	37	42	84	82	21	33	18
ENSMUSG00000109051.1	0	0	0	2	0	0	0	0
ENSMUSG00000109061.1	0	0	0	2	0	0	0	0
ENSMUSG00000109108.1	0	3	1	0	1	1	1	2
ENSMUSG00000109118.1	1	0	0	1	0	0	1	1
ENSMUSG00000109119.1	1	0	3	3	1	0	0	0
ENSMUSG00000109129.1_ENSMUSG00000051184.7	0	0	0	1	1	0	1	1
ENSMUSG00000109132.1	0	1	0	1	0	0	0	0
ENSMUSG00000109147.1	0	3	0	2	2	0	0	0
ENSMUSG00000109154.1_ENSMUSG00000030505.17_ENSMUSG00000039745.8	0	0	0	2	0	0	0	0
ENSMUSG00000109214.1	0	2	1	0	0	2	0	0
ENSMUSG00000109227.1	0	0	2	0	0	0	0	0
ENSMUSG00000109243.1	10	7	23	4	10	6	10	25
ENSMUSG00000109244.1	0	0	0	1	1	0	0	0
ENSMUSG00000109251.1	2	1	0	1	0	0	0	0
ENSMUSG00000109268.1_ENSMUSG00000061119.7	0	0	1	0	2	0	1	0
ENSMUSG00000109274.1	4	3	3	0	2	1	1	1
ENSMUSG00000109279.1	5	3	4	8	5	1	0	1
ENSMUSG00000109303.1	0	0	2	0	0	0	0	0
ENSMUSG00000109324.2	105	181	125	54	76	146	156	56
ENSMUSG00000109336.1	48	51	41	46	36	29	24	16
ENSMUSG00000109341.1	1	0	0	0	0	0	0	1
ENSMUSG00000109378.1	19	7	10	20	15	0	2	1
ENSMUSG00000109379.1	0	0	0	2	0	0	0	0
ENSMUSG00000109379.1_ENSMUSG00000030982.19	3	2	0	3	6	1	0	0
ENSMUSG00000109390.1_ENSMUSG00000025724.12	0	0	0	2	5	1	0	0
ENSMUSG00000109424.1	0	0	0	0	0	2	0	0
ENSMUSG00000109429.1	4	3	1	29	11	0	0	0
ENSMUSG00000109498.1	1	0	0	1	0	0	0	0
ENSMUSG00000109511.1	674	432	476	370	381	299	317	211
ENSMUSG00000109536.1	3	0	2	0	0	0	0	0
ENSMUSG00000109539.1	1	1	5	0	3	0	0	0
ENSMUSG00000109594.1	0	0	0	1	0	0	1	0
ENSMUSG00000109602.1	1	0	1	0	0	0	0	0
ENSMUSG00000109635.1	1	0	0	1	2	0	0	0
ENSMUSG00000109669.1	9	8	7	5	7	4	1	1
ENSMUSG00000109675.2	33	39	48	15	22	14	21	15
ENSMUSG00000109680.1	3	4	4	7	5	2	1	3
ENSMUSG00000109695.1	0	0	3	1	5	1	0	0
ENSMUSG00000109704.1	0	2	0	0	0	0	0	0
ENSMUSG00000109713.1	5	3	5	5	2	2	2	1
ENSMUSG00000109715.1	23	22	6	30	23	9	7	11
ENSMUSG00000109719.1	0	0	0	1	3	0	0	0
ENSMUSG00000109724.1	0	1	0	6	0	0	1	1
ENSMUSG00000109727.1	0	0	0	5	1	2	2	0
ENSMUSG00000109729.1	1	1	1	0	0	0	0	1
ENSMUSG00000109739.1	0	0	0	2	0	0	1	0
ENSMUSG00000109765.2	0	0	0	0	1	1	0	0
ENSMUSG00000109771.1	2	0	0	0	0	0	0	0
ENSMUSG00000109812.1	16	29	21	10	14	4	2	1
ENSMUSG00000109812.1_ENSMUSG00000056608.14	4	2	7	3	5	7	7	1
ENSMUSG00000109819.1	4	0	0	0	0	0	0	0
ENSMUSG00000109825.1	0	0	2	0	0	1	0	0
ENSMUSG00000109863.1	0	0	2	0	0	0	0	0
ENSMUSG00000109865.1	216	226	237	93	131	88	116	47
ENSMUSG00000109865.1_ENSMUSG00000051396.15	1	0	2	1	0	0	0	0
ENSMUSG00000109873.1	0	0	1	1	3	0	0	1
ENSMUSG00000109876.1	16	11	11	18	17	3	2	3
ENSMUSG00000109879.1	0	0	0	1	1	0	0	0
ENSMUSG00000109899.1	1	0	0	0	1	0	0	0
ENSMUSG00000109899.1_ENSMUSG00000031608.13	1	2	0	1	0	1	0	1
ENSMUSG00000109901.2	548	432	323	270	309	119	160	91
ENSMUSG00000109926.1	1	2	2	2	0	1	0	1
ENSMUSG00000109941.1	7	19	21	6	7	30	22	4
ENSMUSG00000109946.1	5	9	10	5	4	6	5	2
ENSMUSG00000109961.1	0	0	1	1	0	0	0	0
ENSMUSG00000109967.1	0	1	2	0	0	0	0	0
ENSMUSG00000109981.1	0	0	0	9	0	11	3	0
ENSMUSG00000110030.1	4	4	4	2	1	3	5	2
ENSMUSG00000110040.1	189	286	246	249	236	653	623	236
ENSMUSG00000110040.1_ENSMUSG00000007891.16	17	7	4	4	5	4	9	3
ENSMUSG00000110068.1	0	0	0	0	2	0	0	0
ENSMUSG00000110105.1	1	1	2	1	1	0	0	0
ENSMUSG00000110114.1	0	0	1	1	0	0	0	0
ENSMUSG00000110120.1	0	0	2	1	2	0	0	1
ENSMUSG00000110139.1	0	0	0	0	0	0	2	0
ENSMUSG00000110148.1	2	1	2	3	1	3	2	1
ENSMUSG00000110185.2	0	0	0	4	1	1	0	0
ENSMUSG00000110195.1	108	62	37	96	83	41	34	42
ENSMUSG00000110206.1	7	20	8	4	7	14	8	4
ENSMUSG00000110218.1	0	0	0	5	0	0	1	0
ENSMUSG00000110234.2	2	4	1	2	2	2	1	0
ENSMUSG00000110235.1	7	15	9	8	17	4	13	0
ENSMUSG00000110239.1	1	2	0	2	0	1	1	2
ENSMUSG00000110277.2	4	2	4	6	5	1	5	2
ENSMUSG00000110277.2_ENSMUSG00000024614.7	0	0	0	1	1	0	0	2
ENSMUSG00000110301.1	0	0	0	1	1	0	2	0
ENSMUSG00000110302.1	0	0	0	1	1	0	0	0
ENSMUSG00000110317.1	0	0	1	1	0	0	0	0
ENSMUSG00000110344.1	2	10	10	0	5	15	15	3
ENSMUSG00000110360.1_ENSMUSG00000001829.17	2	0	2	2	2	1	2	0
ENSMUSG00000110372.1	0	0	0	0	0	1	1	0
ENSMUSG00000110378.1	1	2	0	1	0	0	0	1
ENSMUSG00000110388.1	24	27	26	34	18	4	21	11
ENSMUSG00000110393.2	2	4	0	2	2	2	2	0
ENSMUSG00000110405.1	1	1	0	0	0	0	0	1
ENSMUSG00000110424.1	1	1	3	0	1	0	0	0
ENSMUSG00000110440.1	10	6	15	14	11	4	7	7
ENSMUSG00000110444.1	2	0	3	9	5	1	1	0
ENSMUSG00000110495.1	3	12	23	3	5	6	13	5
ENSMUSG00000110516.1	0	1	0	2	0	0	1	0
ENSMUSG00000110557.1	0	0	0	9	0	1	0	0
ENSMUSG00000110558.1	4	1	2	3	1	0	1	0
ENSMUSG00000110592.1	0	0	0	0	1	0	1	0
ENSMUSG00000110594.1	3	4	0	2	2	0	1	1
ENSMUSG00000110605.1	2	1	0	4	0	1	0	0
ENSMUSG00000110611.1	1	1	2	0	1	0	0	0
ENSMUSG00000110630.1	0	3	2	0	0	0	0	0
ENSMUSG00000110631.1	90	95	126	130	111	21	28	47
ENSMUSG00000110647.2	1	0	2	0	0	1	1	0
ENSMUSG00000110649.1	12	10	7	14	5	2	5	4
ENSMUSG00000110652.1	1	0	0	0	0	0	1	0
ENSMUSG00000110654.1	0	0	0	1	1	0	0	0
ENSMUSG00000110656.1	0	0	0	2	0	1	0	0
ENSMUSG00000110697.1	3	4	6	2	4	1	1	5
ENSMUSG00000110701.1	1	0	0	0	0	1	0	0
ENSMUSG00000110730.1	1	0	1	0	0	2	1	1
ENSMUSG00000110763.1	203	142	65	342	234	94	92	107
ENSMUSG00000110773.1	1	0	1	0	0	0	0	0
ENSMUSG00000110777.2	11	37	25	6	14	45	25	5
ENSMUSG00000110797.1	20	14	13	12	17	6	9	4
ENSMUSG00000110798.1	147	142	97	60	63	120	154	51
ENSMUSG00000110805.1	0	1	0	1	1	0	0	1
ENSMUSG00000110834.1	0	1	0	2	1	4	0	0
ENSMUSG00000110850.1	5	5	5	25	10	6	13	8
ENSMUSG00000110860.2	9	10	19	3	6	16	14	6
ENSMUSG00000110868.1	4	4	7	0	2	17	9	5
ENSMUSG00000110869.1	1	1	0	2	4	0	0	0
ENSMUSG00000110883.1	123	98	100	113	109	72	88	43
ENSMUSG00000110906.1	52	52	50	31	46	83	78	27
ENSMUSG00000110915.1	1	0	1	0	0	0	0	0
ENSMUSG00000110917.1	0	0	0	1	0	1	0	0
ENSMUSG00000110945.1	1	1	2	0	0	0	0	0
ENSMUSG00000110949.1	2	7	4	2	0	12	3	1
ENSMUSG00000110972.1	0	0	0	1	1	0	0	0
ENSMUSG00000110974.1	0	26	53	11	1	82	10	0
ENSMUSG00000111011.1	31	35	22	19	24	43	28	7
ENSMUSG00000111030.1	1	0	2	0	0	0	0	1
ENSMUSG00000111067.1	0	0	0	0	0	0	0	3
ENSMUSG00000111079.1	0	1	0	1	0	0	0	0
ENSMUSG00000111080.1	0	0	0	1	2	1	0	0
ENSMUSG00000111080.1_ENSMUSG00000019791.12	51	43	40	87	78	25	20	20
ENSMUSG00000111102.1	0	0	0	3	0	1	2	0
ENSMUSG00000111107.1	0	0	0	3	0	0	0	0
ENSMUSG00000111116.1	0	0	0	1	0	0	1	0
ENSMUSG00000111123.2	175	309	313	108	81	158	162	57
ENSMUSG00000111128.1	8	3	4	12	6	1	3	2
ENSMUSG00000111128.1_ENSMUSG00000042790.16	1	0	2	1	1	0	0	0
ENSMUSG00000111138.1	102	100	72	72	81	45	46	19
ENSMUSG00000111145.1	2038	1705	1934	2276	1558	817	788	798
ENSMUSG00000111147.1	0	3	1	0	0	0	1	3
ENSMUSG00000111160.1	4	4	4	5	7	0	0	0
ENSMUSG00000111171.1	6	7	3	8	4	1	4	2
ENSMUSG00000111193.1	0	0	0	2	0	0	0	0
ENSMUSG00000111214.1	17	14	18	24	11	15	17	6
ENSMUSG00000111220.2	203	188	222	217	148	76	82	101
ENSMUSG00000111237.1	2	0	0	1	0	0	1	0
ENSMUSG00000111272.1	0	0	0	1	0	1	0	0
ENSMUSG00000111277.2	6	9	7	4	5	4	8	1
ENSMUSG00000111290.1	0	1	0	0	0	0	1	0
ENSMUSG00000111291.1	0	2	1	1	0	0	2	1
ENSMUSG00000111291.1_ENSMUSG00000032119.5	3	1	2	5	3	4	4	5
ENSMUSG00000111314.2	12	4	5	15	12	3	7	6
ENSMUSG00000111321.2	6	2	1	2	1	1	0	0
ENSMUSG00000111328.2	11	5	7	5	10	1	3	1
ENSMUSG00000111329.1	0	0	0	1	0	1	0	0
ENSMUSG00000111332.1	1	4	1	4	6	1	1	1
ENSMUSG00000111341.1_ENSMUSG00000038412.8	1	0	0	1	1	0	0	0
ENSMUSG00000111342.1	0	0	0	0	0	3	0	0
ENSMUSG00000111343.1	1	1	1	0	1	0	0	0
ENSMUSG00000111353.1	0	0	0	0	0	2	0	0
ENSMUSG00000111367.1	1	1	1	3	0	1	1	2
ENSMUSG00000111375.4	11	7	10	8	4	6	4	8
ENSMUSG00000111385.1	48	44	28	33	24	19	20	8
ENSMUSG00000111407.2	0	0	0	1	0	1	0	0
ENSMUSG00000111476.1	18	16	21	4	7	32	14	6
ENSMUSG00000111497.1	6	6	2	5	3	4	1	1
ENSMUSG00000111504.1	0	0	0	2	0	0	0	0
ENSMUSG00000111505.1	0	0	0	4	0	0	0	0
ENSMUSG00000111521.1	0	0	0	0	1	0	0	1
ENSMUSG00000111521.1_ENSMUSG00000035382.9	0	2	3	5	3	2	1	10
ENSMUSG00000111522.1	12	14	26	18	10	8	7	3
ENSMUSG00000111527.2	7	13	24	21	9	31	13	3
ENSMUSG00000111533.1	0	0	0	0	0	1	1	0
ENSMUSG00000111536.1	0	1	0	0	0	0	0	1
ENSMUSG00000111559.2	50	44	49	43	37	52	49	19
ENSMUSG00000111562.1	0	0	0	4	0	9	0	0
ENSMUSG00000111564.1	0	0	0	2	0	0	0	0
ENSMUSG00000111594.1_ENSMUSG00000060427.15	1	0	0	2	0	0	1	0
ENSMUSG00000111624.2	340	328	366	348	309	239	240	138
ENSMUSG00000111624.2_ENSMUSG00000057626.2	0	1	1	1	1	3	1	1
ENSMUSG00000111640.1	4	2	23	7	3	24	29	15
ENSMUSG00000111647.2	8	21	12	3	5	21	17	7
ENSMUSG00000111648.1	0	0	0	2	0	2	0	0
ENSMUSG00000111652.1	0	0	0	0	2	0	0	0
ENSMUSG00000111688.1	23	15	15	15	11	9	6	2
ENSMUSG00000111722.1_ENSMUSG00000059183.12	7	2	3	4	4	0	1	1
ENSMUSG00000111727.1	11	7	12	6	16	2	1	1
ENSMUSG00000111742.1	2	4	9	3	4	1	2	2
ENSMUSG00000111792.1	0	0	3	5	5	0	0	1
ENSMUSG00000111818.1	8	14	14	10	17	9	8	3
ENSMUSG00000111818.1_ENSMUSG00000050721.9	2	0	0	0	2	2	0	0
ENSMUSG00000111818.1_ENSMUSG00000066510.5	0	1	0	0	5	0	0	0
ENSMUSG00000111819.1	0	0	0	11	0	3	0	0
ENSMUSG00000111826.1	172	103	86	176	138	80	72	71
ENSMUSG00000111844.1	1	0	2	0	2	1	0	0
ENSMUSG00000111905.1	0	0	0	1	0	0	0	1
ENSMUSG00000111929.1_ENSMUSG00000021124.13	0	0	0	0	0	1	0	1
ENSMUSG00000111973.1_ENSMUSG00000034620.17	1	0	0	0	0	1	0	0
ENSMUSG00000112023.1	5358	5721	9114	3334	3107	1561	1830	1338
ENSMUSG00000112023.1_ENSMUSG00000112148.1	0	0	1	0	0	0	1	0
ENSMUSG00000112082.1	0	0	0	0	0	2	0	0
ENSMUSG00000112084.1	1	1	2	4	4	10	7	0
ENSMUSG00000112096.1	0	0	0	0	2	0	0	0
ENSMUSG00000112129.1	0	0	0	5	0	1	1	0
ENSMUSG00000112134.1	7	7	5	3	4	9	8	1
ENSMUSG00000112146.1	0	0	0	0	0	1	0	2
ENSMUSG00000112148.1	5468	6840	9734	2930	2890	2548	2795	1516
ENSMUSG00000112160.1	2	1	1	3	2	2	1	1
ENSMUSG00000112203.1_ENSMUSG00000020024.7	0	0	1	0	0	0	1	0
ENSMUSG00000112212.1	0	0	1	0	0	1	2	0
ENSMUSG00000112237.1	1	0	1	0	0	0	0	0
ENSMUSG00000112241.1	12	15	5	2	4	7	2	1
ENSMUSG00000112267.1	2	0	0	1	2	0	0	0
ENSMUSG00000112276.1	14	8	7	13	12	6	1	3
ENSMUSG00000112278.1	0	1	0	0	0	1	0	0
ENSMUSG00000112294.1	0	1	1	0	0	0	0	0
ENSMUSG00000112301.1	0	0	0	6	0	0	0	0
ENSMUSG00000112302.1	1	1	0	3	1	1	2	1
ENSMUSG00000112308.1_ENSMUSG00000071456.6	1	1	0	0	0	0	0	0
ENSMUSG00000112317.1	0	0	1	1	0	0	0	0
ENSMUSG00000112346.1	0	0	3	1	0	1	2	0
ENSMUSG00000112347.1	0	0	0	0	0	1	1	0
ENSMUSG00000112368.1_ENSMUSG00000079108.6	23	20	31	21	12	7	13	3
ENSMUSG00000112375.1	3	4	3	1	0	2	0	0
ENSMUSG00000112432.1	0	0	0	4	0	5	5	1
ENSMUSG00000112442.1	2	0	0	1	0	0	0	0
ENSMUSG00000112445.1	15	6	23	6	7	0	0	1
ENSMUSG00000112449.1	985	936	1065	516	566	452	519	252
ENSMUSG00000112573.1	3	4	9	0	2	3	3	1
ENSMUSG00000112573.1_ENSMUSG00000112219.1	0	0	1	0	0	0	1	0
ENSMUSG00000112627.1	20	25	26	10	7	15	13	10
ENSMUSG00000112632.1	0	0	0	1	0	2	0	0
ENSMUSG00000112639.1	0	0	1	0	0	0	1	1
ENSMUSG00000112640.1	20	9	23	27	36	2	2	4
ENSMUSG00000112652.1	8	8	7	4	14	1	5	1
ENSMUSG00000112690.2	0	2	2	1	0	0	2	1
ENSMUSG00000112707.1	0	0	0	0	0	3	0	0
ENSMUSG00000112716.1	0	3	0	1	0	1	0	0
ENSMUSG00000112724.1	0	0	0	0	0	0	2	0
ENSMUSG00000112742.1	1	1	2	2	0	0	0	1
ENSMUSG00000112790.1	1	4	7	6	9	0	1	4
ENSMUSG00000112843.1	4	5	12	5	7	6	6	3
ENSMUSG00000112880.1	2	1	0	1	0	0	0	0
ENSMUSG00000112909.1	4	1	7	2	1	3	2	2
ENSMUSG00000112918.1	0	0	1	1	0	0	0	0
ENSMUSG00000112964.1	16	8	14	25	11	5	1	10
ENSMUSG00000112980.1	13	18	14	20	6	13	16	5
ENSMUSG00000113003.1	0	0	0	3	3	0	0	0
ENSMUSG00000113010.1	1	2	4	0	0	3	1	1
ENSMUSG00000113015.1	0	1	1	0	2	0	0	0
ENSMUSG00000113019.1	3	5	4	5	6	0	4	1
ENSMUSG00000113030.1	0	0	1	1	0	1	1	0
ENSMUSG00000113041.1	1	0	0	2	1	0	0	0
ENSMUSG00000113047.1	12	8	9	18	10	9	17	2
ENSMUSG00000113052.1	0	0	1	1	1	0	0	0
ENSMUSG00000113061.1	0	0	1	0	1	1	0	0
ENSMUSG00000113070.1	0	0	1	1	0	0	0	0
ENSMUSG00000113070.1_ENSMUSG00000042015.17	23	22	11	53	33	8	8	9
ENSMUSG00000113100.1	15	20	22	10	14	1	2	1
ENSMUSG00000113135.1	0	0	1	0	0	1	0	0
ENSMUSG00000113136.1	0	0	1	0	0	2	1	0
ENSMUSG00000113149.1	0	0	0	2	1	0	0	0
ENSMUSG00000113165.1	2	4	5	1	3	2	4	0
ENSMUSG00000113183.1	0	1	1	0	0	0	0	0
ENSMUSG00000113184.1	4	4	3	6	7	0	1	3
ENSMUSG00000113184.1_ENSMUSG00000042724.8	0	1	1	6	1	1	2	1
ENSMUSG00000113190.1_ENSMUSG00000051890.13	1	1	0	0	0	0	0	0
ENSMUSG00000113204.1	11	6	15	22	10	5	9	6
ENSMUSG00000113235.1	0	0	0	0	0	0	2	0
ENSMUSG00000113255.1	0	3	0	0	0	0	0	0
ENSMUSG00000113262.1	12	2	4	4	5	2	3	1
ENSMUSG00000113274.1	2	1	1	1	2	0	0	1
ENSMUSG00000113326.1	105	94	95	252	155	3	8	23
ENSMUSG00000113326.1_ENSMUSG00000021458.17	20	18	33	92	55	7	1	5
ENSMUSG00000113335.1	0	1	0	0	2	0	1	0
ENSMUSG00000113340.1	0	0	0	0	0	6	1	0
ENSMUSG00000113379.1	0	0	0	0	0	2	0	0
ENSMUSG00000113392.1	0	0	0	2	0	0	0	0
ENSMUSG00000113450.1	15	8	19	3	17	5	6	7
ENSMUSG00000113472.1	10	10	11	27	12	0	0	2
ENSMUSG00000113491.1	11	7	7	4	5	0	0	0
ENSMUSG00000113515.1_ENSMUSG00000021357.14	2	2	0	2	1	0	2	1
ENSMUSG00000113536.1	2	2	1	0	1	1	1	0
ENSMUSG00000113555.1	0	0	0	3	0	1	1	0
ENSMUSG00000113575.1	0	0	0	1	1	0	0	0
ENSMUSG00000113585.1	8	6	5	5	2	3	1	0
ENSMUSG00000113591.1	4	5	1	2	3	1	0	1
ENSMUSG00000113601.1	2	0	1	4	5	0	0	0
ENSMUSG00000113622.1	1	0	0	2	0	0	0	0
ENSMUSG00000113626.1	1	0	2	0	0	1	0	1
